threadId, Average Number of Tries, Minimum Number of Tries, Maximum Number of Tries, Average Wait Time (s), Minimum Wait Time (s), Maximum Wait Time (s), Number of Threads=1
15, 1.443820, 1, 9, 0.000013, 0.000002, 0.191748
16, 1.459410, 1, 10, 0.000012, 0.000001, 0.286946
17, 1.413640, 1, 9, 0.000013, 0.000002, 0.191731
18, 1.422920, 1, 9, 0.000013, 0.000002, 0.191598
19, 1.445630, 1, 8, 0.000011, 0.000000, 0.190010
20, 1.450330, 1, 9, 0.000017, 0.000002, 0.284044
21, 1.380520, 1, 12, 0.000018, 0.000000, 0.287261
22, 1.417650, 1, 8, 0.000019, 0.000000, 0.476176
threadId, Average Number of Tries, Minimum Number of Tries, Maximum Number of Tries, Average Wait Time (s), Minimum Wait Time (s), Maximum Wait Time (s), Number of Threads=24
0, 1.392630, 1, 8, 0.000009, 0.000000, 0.000175
1, 1.395870, 1, 9, 0.000011, 0.000001, 0.183934
2, 1.409480, 1, 11, 0.000009, 0.000001, 0.017029
3, 1.424950, 1, 7, 0.000011, 0.000001, 0.187373
4, 1.454410, 1, 11, 0.000016, 0.000002, 0.477492
5, 1.421110, 1, 8, 0.000010, 0.000001, 0.017895
6, 1.437000, 1, 9, 0.000012, 0.000002, 0.226159
7, 1.411520, 1, 9, 0.000017, 0.000001, 0.283959
8, 1.366490, 1, 9, 0.000012, 0.000000, 0.285946
9, 1.395760, 1, 9, 0.000009, 0.000002, 0.000410
10, 1.423180, 1, 8, 0.000009, 0.000003, 0.011447
11, 1.418520, 1, 9, 0.000018, 0.000000, 0.285942
12, 1.471020, 1, 9, 0.000014, 0.000001, 0.474016
13, 1.464910, 1, 13, 0.000013, 0.000002, 0.477416
14, 1.416750, 1, 9, 0.000014, 0.000002, 0.287191
15, 1.448060, 1, 8, 0.000010, 0.000002, 0.203058
16, 1.431930, 1, 9, 0.000016, 0.000002, 0.285970
17, 1.465800, 1, 11, 0.000014, 0.000001, 0.278726
18, 1.431810, 1, 10, 0.000013, 0.000002, 0.287668
19, 1.429970, 1, 11, 0.000020, 0.000000, 0.511852
20, 1.369070, 1, 9, 0.000023, 0.000000, 0.477597
21, 1.436190, 1, 10, 0.000013, 0.000001, 0.280107
22, 1.445080, 1, 11, 0.000015, 0.000002, 0.477511
23, 1.424630, 1, 11, 0.000015, 0.000001, 0.272430
